Tb10529	435428	100000000000000000001100000
Tb10529	44689	110000000000100101010000000
Tb10529	283670	100000000000000000001111000
Tb10529	633160	111001010011000000000000000
Tb10529	318076	111001011100000000000000000
Tb10529	435408	100000000000000000001110100
Tb10529	137617	111001011000000000000000000
Tb10529	361139	110000000000100101100000000
Tb10529	361088	110000000000100101010000000
Tb10529	142790	111001100000000000000000000
Tb10529	300234	111110000000000000000000000
Tb10529	289991	111001010010000000000000000
Tb10529	435415	110000000000111000000000000
Tb10529	318077	111100000000000000000000000
Tb10529	400103	111001011100000000000000000
Tb10529	300235	111110000000000000000000000
Tb10529	435416	100000000000000000001000011
Tb10529	261658	110000000000100110000000000
Tb10529	133408	110000000000100101100000000
Tb10529	283669	100000000000000000001110100
Tb10529	300239	100000000000000000001000010
Tb10529	435425	100000000000000000001111000
Tb10529	5791	111001010011000000000000000
Tb10529	361117	110000000000100110000000000
Tb10529	435417	100000000000000000001000011
