Tb7364	293317	111111111100000000000
Tb7364	122342	111111111110000000000
Tb7364	256887	111111111100000000000
Tb7364	27819	111111100000000110000
Tb7364	304836	111111111101111000000
Tb7364	256952	111111111100000000000
Tb7364	304838	111111111110000000000
Tb7364	304840	111111111101111000000
Tb7364	256888	111111111100000000000
Tb7364	256890	111111111100000000000
Tb7364	256953	111111111101100000000
Tb7364	304842	111111111000000000000
Tb7364	122325	111111111100000000000
Tb7364	304843	111111111101000000000
Tb7364	256954	111111111101110000000
Tb7364	256892	111111100000000111100
Tb7364	256894	111111100000000111000
Tb7364	256896	111111100000000111100
Tb7364	127721	111111000000000000011
Tb7364	256930	111111110000000000000
Tb7364	256931	111111000000000000010
Tb7364	256933	111111100000000100000
Tb7364	256934	111111000000000000011
Tb7364	256936	111100000000000000000
Tb7364	129568	111110000000000000000
Tb7364	256939	100000000000000000000
Tb7364	256941	111000000000000000000
Tb7364	256943	110000000000000000000
Tb7366	293317	1111110000000000000
Tb7366	122342	1111100000000000000
Tb7366	256887	1111101000000000000
Tb7366	27819	1111000000000111000
Tb7366	304836	1111100111000000000
Tb7366	256952	1111110000000000000
Tb7366	304838	1111100000011000000
Tb7366	304840	1111100111000000000
Tb7366	256888	1111100000011000000
Tb7366	256890	1111100100100000000
Tb7366	256953	1111100100100000000
Tb7366	304842	1111101000000000000
Tb7366	122325	1111100000010000000
Tb7366	304843	1111100110000000000
Tb7366	256954	1111100100100000000
Tb7366	256892	1111000000000111000
Tb7366	256894	1111000000000111000
Tb7366	256896	1111000000000110000
Tb7366	127721	1111000000000000100
Tb7366	256930	1111000000000000000
Tb7366	256931	1111000000000000000
Tb7366	256933	1111000000000100000
Tb7366	256934	1111000000000000100
Tb7366	256936	1110000000000000010
Tb7366	129568	1110000000000000010
Tb7366	256939	1000000000000000000
Tb7366	256941	1100000000000000001
Tb7366	256943	1100000000000000001
Tb7365	122342	111111111101100000000
Tb7365	256887	111111110000000110000
Tb7365	27819	111110000000000001000
Tb7365	304836	?????????????????????
Tb7365	256952	111111111101000000000
Tb7365	304838	111111111101110000000
Tb7365	304840	111111111101111000000
Tb7365	256888	111111110000000100000
Tb7365	256890	111111111110000000000
Tb7365	256953	111111110000000000000
Tb7365	304842	111111100000000000000
Tb7365	122325	111111111000000000000
Tb7365	304843	111111110000000110000
Tb7365	256954	111111111101111000000
Tb7365	256892	111110000000000001110
Tb7365	256894	111110000000000001100
Tb7365	256896	111110000000000001110
Tb7365	127721	111110000000000000001
Tb7365	256930	111111000000000000000
Tb7365	256931	111110000000000000000
Tb7365	256933	111110000000000000000
Tb7365	256934	111110000000000000001
Tb7365	256936	111000000000000000000
Tb7365	129568	111100000000000000000
Tb7365	256939	100000000000000000000
Tb7365	256941	111100000000000000000
Tb7365	256943	110000000000000000000
Tb7365	293317	111111111110000000000
