Tb6166	10090	111111112200000
Tb6166	10105	111000000000000
Tb6166	10117	100000000000010
Tb6166	443911	100000000000010
Tb6166	10120	100000000000010
Tb6166	10112	100000000000011
Tb6166	10115	100000000000010
Tb6166	35732	100000000000010
Tb6166	472763	100000000000010
Tb6166	10096	111111000000000
Tb6166	10122	100000000000010
Tb6166	10093	110000000000000
Tb6166	71422	100000000000010
Tb6166	10121	100000000000010
Tb6166	34847	100000000000011
Tb6166	70831	100000000000010
Tb6166	10094	111100000000000
Tb6166	34854	100000000000010
Tb6166	472762	100000000000010
Tb6166	10100	111111100010000
Tb6166	10116	100000000000010
Tb6166	472764	100000000000010
Tb6166	10097	111110000001100
Tb6166	10119	100000000000010
Tb6166	10103	111111100010000
Tb6166	209855	100000000000011
Tb6166	349711	100000000000010
Tb6166	10098	111110000001100
Tb6166	10089	111110000001000
Tb6164	10090	111111200000
Tb6164	10105	110000000000
Tb6164	10117	100000000010
Tb6164	443911	100000000010
Tb6164	10120	100000000010
Tb6164	10112	100000000011
Tb6164	10115	100000000010
Tb6164	35732	100000000010
Tb6164	472763	100000000010
Tb6164	10096	111100000000
Tb6164	10122	100000000010
Tb6164	10093	110000000000
Tb6164	71422	100000000010
Tb6164	10121	100000000010
Tb6164	34847	100000000011
Tb6164	70831	100000000010
Tb6164	10094	110000000000
Tb6164	34854	100000000010
Tb6164	472762	100000000010
Tb6164	10100	111110010000
Tb6164	10116	100000000010
Tb6164	472764	100000000010
Tb6164	10097	111000001000
Tb6164	10119	100000000010
Tb6164	10103	111110010000
Tb6164	209855	100000000011
Tb6164	349711	100000000010
Tb6164	10098	111000001100
Tb6164	10089	111000001100
Tb6165	10090	1011111120000
Tb6165	10105	1011000000000
Tb6165	10117	1000000000000
Tb6165	443911	1000000000000
Tb6165	10120	1000000000000
Tb6165	10112	1100000000000
Tb6165	10115	1000000000000
Tb6165	35732	1000000000000
Tb6165	472763	1000000000000
Tb6165	10096	1011111001000
Tb6165	10122	1000000000000
Tb6165	10093	1010000000000
Tb6165	71422	1000000000000
Tb6165	10121	1000000000000
Tb6165	34847	1100000000000
Tb6165	70831	1000000000000
Tb6165	10094	1011100000000
Tb6165	34854	1000000000000
Tb6165	472762	1000000000000
Tb6165	10100	1011111001100
Tb6165	10116	1000000000000
Tb6165	472764	1000000000000
Tb6165	10097	1011110000011
Tb6165	10119	1000000000000
Tb6165	10103	1011111001100
Tb6165	209855	1100000000000
Tb6165	349711	1000000000000
Tb6165	10098	1011110000011
Tb6165	10089	1011110000010
