Tb7142	231105	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	128231	111111111000000000012222202222200022022222220000000000000000000000222222202222020000000000000000000000000000000000000000000000000000000
Tb7142	128194	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	231135	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	128218	111112222000000000022222202222200022022222200000000000000000000000000000000000000000000000000000000000000000000000000000022022220000000
Tb7142	128178	111111111222222220012222202222200022022222222000000222200202020000222020002220000000000000000000000000000000000000000000000000000000000
Tb7142	128573	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	231125	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	231116	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	128189	111111111000000000012222202222200022022222222000000222220222222220000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	128195	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	128199	111111222000000000022222202222200022022222200000000000000000000000000000000000000000000000000000000020022222222220000020000000000002220
Tb7142	128249	112222222000000000022222202222200022022222200000000000000000000000000000000000000000000000000000000000000000000000000000000000000002220
Tb7142	53036	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	128244	111111122000000000022222202222200022022222200000000000000000000000000000000000000000200202200022000000000000000000000000000000000000000
Tb7142	231093	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	231088	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	231084	111111122000000000022222202222200022022222200000000000000000000000000000000000000000222000000000000000000000000000000000000000000000000
Tb7142	128233	111111111000000000012222202222200022022222220000000000000000000000220000000000000000000000000000000022200000000000000000000000000000000
Tb7142	231086	111111111000000000011111202222200011222222200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	128210	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	231111	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	231129	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	274823	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	231099	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	128202	111111122000000000022222202222200022022222200000000000000000000000000000000000000000200222000000222200000000000000000000000000000000000
Tb7142	128224	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	231103	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Tb7142	128243	111111122000000000022222202222200022022222200000000000000000000000000000000000000000200202222200000000000000000000000000000000000000000
Tb7142	128252	111111111000000000011111101111100011011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
