Tb7874	143442	11000001
Tb7874	127654	11000001
Tb7874	88031	11111110
Tb7874	88031	11111110
Tb7874	261671	11100000
Tb7874	88031	11111110
Tb7874	88031	11111110
Tb7874	383850	11111100
Tb7874	8409	10000000
Tb7873	336359	111111000000000000000000000
Tb7873	143443	111100000000000000000000000
Tb7873	261672	110000000000000000000001111
Tb7873	261671	111111000000000000000000000
Tb7873	143535	111000000000001111110000000
Tb7873	143535	111000000000001111110000000
Tb7873	143442	110000000000000000000001111
Tb7873	383850	111110110000000000000000000
Tb7873	88031	111110111111110000000000000
Tb7873	88031	111110111111110000000000000
Tb7873	383849	111000000000001110001000000
Tb7873	261670	110000000000000000000001000
Tb7873	143492	111000000000001100000100000
Tb7873	127654	110000000000000000000001100
Tb7873	383848	111000000000001110001000000
Tb7873	261672	110000000000000000000001111
Tb7873	143535	111000000000001111110000000
Tb7873	143535	111000000000001111110000000
Tb7873	88031	111110111111110000000000000
Tb7873	88031	111110111111110000000000000
Tb7873	88031	111110111111110000000000000
Tb7873	88031	111110111111110000000000000
Tb7873	88031	111110111111110000000000000
Tb7873	88031	111110111111110000000000000
Tb7873	143492	111000000000001100000100000
Tb7873	261669	111000000000001100000110000
Tb7873	261669	111000000000001100000110000
Tb7873	261669	111000000000001100000110000
Tb7873	127641	100000000000000000000000000
